"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"4876";"«Компьютерный центр Буденовский», проспект Будённого (4876)";"37.73936609";"55.75729895";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"А214; А36; А254; А141; А469; А702; А83";"Компьютерный центр Буденовский";"";"нет";"";"активна";"889134320";"{type=Point, coordinates=[37.73936609, 55.75729895]}";
"5786";"«Старообрядческая ул., 46», улица Рогожский Посёлок (5786)";"37.70007903";"55.74000591";"улица Рогожский Посёлок";"Юго-Восточный административный округ";"Нижегородский район";"А805; А759; А340; А365; А567";"Старообрядческая ул., 46";"";"да";"ГУП «Мосгортранс»";"активна";"889134321";"{type=Point, coordinates=[37.70007903, 55.74000591]}";
"5787";"«Ул. Рогожский Поселок», улица Рогожский Посёлок (5787)";"37.70373008";"55.73630678";"улица Рогожский Посёлок";"Юго-Восточный административный округ";"Нижегородский район";"А805; А759; А340; А365; А567";"Ул. Рогожский Поселок";"";"нет";"";"активна";"889134322";"{type=Point, coordinates=[37.70373008, 55.73630678]}";
"6419";"«Управа района Очаково - Матвеевское», Большая Очаковская улица (6419)";"37.46450582";"55.68815671";"Большая Очаковская улица";"Западный административный округ";"район Очаково-Матвеевское";"А187; А120; А329; АС17";"Управа района Очаково - Матвеевское";"";"да";"ГУП «Мосгортранс»";"активна";"889134323";"{type=Point, coordinates=[37.46450582, 55.68815671]}";
"6426";"«Управа района Очаково - Матвеевское», Большая Очаковская улица (6426)";"37.46375001";"55.68787359";"Большая Очаковская улица";"Западный административный округ";"район Очаково-Матвеевское";"А187; А120; А329; АС17";"Управа района Очаково - Матвеевское";"";"да";"ГУП «Мосгортранс»";"активна";"889134324";"{type=Point, coordinates=[37.46375001, 55.68787359]}";
"7858";"«Ул. Шверника», Большая Черёмушкинская улица (7858)";"37.59622737";"55.68866426";"Большая Черёмушкинская улица";"Юго-Западный административный округ";"Академический район";"А41; АС5; А121; А317";"Ул. Шверника";"";"нет";"";"активна";"889134325";"{type=Point, coordinates=[37.59622737, 55.68866426]}";
"8306";"«14-й автобусный парк», Озёрная улица (8306)";"37.44088467";"55.66512619";"Озёрная улица";"Западный административный округ";"район Тропарёво-Никулино";"А950; А66; А752; А520; АН11; А793; А830; А330; А374; А459; А572";"14-й автобусный парк";"";"да";"ГУП «Мосгортранс»";"активна";"889134327";"{type=Point, coordinates=[37.44088467, 55.66512619]}";
"8329";"«Спасская церковь - Кунцевское кладб.», Рябиновая улица (8329)";"37.42155749";"55.70972901";"Рябиновая улица";"Западный административный округ";"Можайский район";"А612; А610; А781; А779; А622; А554; А575";"Спасская церковь - Кунцевское кладб.";"";"да";"ГУП «Мосгортранс»";"активна";"889134328";"{type=Point, coordinates=[37.42155749, 55.70972901]}";
"8517";"«Мелькомбинат № 3», 1-я Магистральная улица (8517)";"37.52400816";"55.76936256";"1-я Магистральная улица";"Северный административный округ";"Хорошёвский район";"А27; А294";"Мелькомбинат № 3";"";"да";"ГУП «Мосгортранс»";"активна";"889134329";"{type=Point, coordinates=[37.52400816, 55.76936256]}";
"9345";"«Дудкино», Киевское шоссе (9345)";"37.45317287";"55.63535112";"Киевское шоссе";"Новомосковский административный округ";"поселение ""Мосрентген""";"А707; А611; А890; А343; А485; А863";"Дудкино";"";"да";"ГУП «Мосгортранс»";"активна";"889139531";"{type=Point, coordinates=[37.45317287, 55.63535112]}";
"9346";"«Дудкино», Киевское шоссе (9346)";"37.4513981287";"55.6354254875";"Киевское шоссе";"Новомосковский административный округ";"поселение Московский";"А707; А611; А890; А343; А485";"Дудкино";"";"да";"ГУП «Мосгортранс»";"активна";"889139532";"{type=Point, coordinates=[37.4513981287, 55.6354254875]}";
"9347";"«Румянцево», Киевское шоссе (9347)";"37.4334824";"55.62945765";"Киевское шоссе";"Новомосковский административный округ";"поселение Московский";"А707; А611; А890; А600; А343; А863";"Румянцево";"";"да";"ГУП «Мосгортранс»";"активна";"889139533";"{type=Point, coordinates=[37.4334824, 55.62945765]}";
"9348";"«Румянцево», Киевское шоссе (9348)";"37.43217044";"55.62966056";"Киевское шоссе";"Новомосковский административный округ";"поселение Московский";"А707; А611; А890; А600; А343; А446";"Румянцево";"";"да";"ГУП «Мосгортранс»";"активна";"889139534";"{type=Point, coordinates=[37.43217044, 55.62966056]}";
"9349";"«Румянцево-2», Родниковая улица (9349)";"37.4176547204";"55.6329232688";"Родниковая улица";"Новомосковский административный округ";"поселение Московский";"А707; А734; А507; А343";"Румянцево-2";"";"да";"ГУП «Мосгортранс»";"активна";"889139535";"{type=Point, coordinates=[37.4176547204, 55.6329232688]}";
"9350";"«Румянцево-2», Родниковая улица (9350)";"37.41781777";"55.63274685";"Родниковая улица";"Новомосковский административный округ";"поселение Московский";"А707; А734; А507; А343";"Румянцево-2";"";"да";"ГУП «Мосгортранс»";"активна";"889139536";"{type=Point, coordinates=[37.41781777, 55.63274685]}";
"9351";"«Ул. Миклухо-Маклая, 65», улица Миклухо-Маклая (9351)";"37.54304847";"55.63815433";"улица Миклухо-Маклая";"Юго-Западный административный округ";"район Коньково";"А642; А642К; А639";"Ул. Миклухо-Маклая, 65";"";"да";"ГУП «Мосгортранс»";"активна";"889139537";"{type=Point, coordinates=[37.54304847, 55.63815433]}";
"9354";"«Ул. Удальцова, 5», улица Михаила Певцова (9354)";"37.5164893";"55.67154422";"улица Михаила Певцова";"Западный административный округ";"район Проспект Вернадского";"А120; А42; А246; А363";"Ул. Удальцова, 5";"";"да";"ГУП «Мосгортранс»";"активна";"889139538";"{type=Point, coordinates=[37.5164893, 55.67154422]}";
"9356";"«Метро Третьяковская», Новокузнецкая улица (9356)";"37.62985177";"55.74046353";"Новокузнецкая улица";"Центральный административный округ";"район Замоскворечье";"АН8; Тм3; Тм39; ТмА";"Метро Третьяковская";"";"нет";"";"активна";"889139539";"{type=Point, coordinates=[37.62985177, 55.74046353]}";
"9358";"«Метро Третьяковская», Новокузнецкая улица (9358)";"37.62963285";"55.74042022";"Новокузнецкая улица";"Центральный административный округ";"район Замоскворечье";"АН8; Тм3; Тм39; ТмА";"Метро Третьяковская";"";"да";"ГУП «Мосгортранс»";"активна";"889139540";"{type=Point, coordinates=[37.62963285, 55.74042022]}";
"9362";"«Поречная ул., 5», Поречная улица (9362)";"37.7551821652";"55.644852293";"Поречная улица";"Юго-Восточный административный округ";"район Марьино";"А713; А326; А336; А824";"Поречная ул., 5";"";"нет";"";"активна";"889139541";"{type=Point, coordinates=[37.7551821652, 55.644852293]}";
"9363";"«Поречная ул., 5», Поречная улица (9363)";"37.75254882";"55.64450909";"Поречная улица";"Юго-Восточный административный округ";"район Марьино";"А713; А749; А336";"Поречная ул., 5";"";"да";"ГУП «Мосгортранс»";"активна";"889139542";"{type=Point, coordinates=[37.75254882, 55.64450909]}";
"9364";"«Поречная ул., 5», Луговой проезд (9364)";"37.75403663";"55.64518783";"Луговой проезд";"Юго-Восточный административный округ";"район Марьино";"А749; А326; А824";"Поречная ул., 5";"";"да";"ГУП «Мосгортранс»";"активна";"889139543";"{type=Point, coordinates=[37.75403663, 55.64518783]}";
"9365";"«Яузский бульв.», улица Солянка (9365)";"37.64193922";"55.75073646";"улица Солянка";"Центральный административный округ";"Таганский район";"АМ8; АМ7; АН7; АН8; АМ27; АН5; АН4; АК; АН13";"Яузский бульв.";"";"нет";"";"активна";"889139544";"{type=Point, coordinates=[37.64193922, 55.75073646]}";
"9366";"«Коктебельская ул.», Старобитцевская улица (9366)";"37.5910605368";"55.5685165524";"Старобитцевская улица";"Юго-Западный административный округ";"район Северное Бутово";"А858; А848; А737; А1004; А831; АС53; А523";"Коктебельская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889139545";"{type=Point, coordinates=[37.5910605368, 55.5685165524]}";
"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"9367";"«4-й мкр. Северного Бутова», бульвар Дмитрия Донского (9367)";"37.57870688";"55.57718617";"бульвар Дмитрия Донского";"Юго-Западный административный округ";"район Северное Бутово";"А813; А213; А108; АС53";"4-й мкр. Северного Бутова";"";"да";"ГУП «Мосгортранс»";"активна";"889139546";"{type=Point, coordinates=[37.57870688, 55.57718617]}";
"9371";"«Метро ВДНХ», проспект Мира (9371)";"37.64029968";"55.82068654";"проспект Мира";"Северо-Восточный административный округ";"Останкинский район";"А33; А154; А172; А428; АТ14";"Метро ВДНХ";"";"да";"ГУП «Мосгортранс»";"активна";"889139547";"{type=Point, coordinates=[37.64029968, 55.82068654]}";
"9386";"«Мкр. Кожухово», Красковская улица (9386)";"37.9001884";"55.71189822";"Красковская улица";"Восточный административный округ";"район Косино-Ухтомский";"А772; А723";"Мкр. Кожухово";"";"да";"ГУП «Мосгортранс»";"активна";"889139549";"{type=Point, coordinates=[37.9001884, 55.71189822]}";
"9396";"«Варшавское ш., 190», Варшавское шоссе (9396)";"37.58652515";"55.55070495";"Варшавское шоссе";"Юго-Западный административный округ";"район Южное Бутово";"А864; А94; А108; А249; А462; А802; А737; А1004; АС53; А819";"Варшавское ш., 190";"";"да";"ГУП «Мосгортранс»";"активна";"889139551";"{type=Point, coordinates=[37.58652515, 55.55070495]}";
"9397";"«Варшавское ш., 190», Варшавское шоссе (9397)";"37.58707111";"55.54972868";"Варшавское шоссе";"Юго-Западный административный округ";"район Южное Бутово";"А864; А94; А108; А249; А462; А802; А737; А1004; АС53";"Варшавское ш., 190";"";"да";"ГУП «Мосгортранс»";"активна";"889139552";"{type=Point, coordinates=[37.58707111, 55.54972868]}";
"9398";"«Б. Бутовская ул.», Варшавское шоссе (9398)";"37.58577108";"55.54630817";"Варшавское шоссе";"Юго-Западный административный округ";"район Южное Бутово";"А864; А18; А94; А108; А249; А462; А906; А802; А737; А1004; АС53";"Б. Бутовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889139553";"{type=Point, coordinates=[37.58577108, 55.54630817]}";
"9399";"«Б. Бутовская ул.», Варшавское шоссе (9399)";"37.58502573";"55.54631552";"Варшавское шоссе";"Юго-Западный административный округ";"район Южное Бутово";"А864; А18; А94; А108; А249; А462; А906; А802; А737; А1004; АС53; А819";"Б. Бутовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889139554";"{type=Point, coordinates=[37.58502573, 55.54631552]}";
"9400";"«Школа», Большая Бутовская улица (9400)";"37.57961723";"55.54425175";"Большая Бутовская улица";"Юго-Западный административный округ";"район Южное Бутово";"А18; А108; А249; А737; АС53";"Школа";"";"нет";"";"активна";"889139555";"{type=Point, coordinates=[37.57961723, 55.54425175]}";
"4243";"«Метро Академическая (южн.)», улица Дмитрия Ульянова (4243)";"37.5747223722";"55.6869552061";"улица Дмитрия Ульянова";"Юго-Западный административный округ";"Академический район";"АС5; А121; А786; А119; А315; А529";"Метро Академическая (южн.)";"";"да";"ГУП «Мосгортранс»";"активна";"889139667";"{type=Point, coordinates=[37.5747223722, 55.6869552061]}";
"9401";"«Школа», Большая Бутовская улица (9401)";"37.57728246";"55.54340193";"Большая Бутовская улица";"Юго-Западный административный округ";"район Южное Бутово";"А94; А108; А249; А737; АС53";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889139668";"{type=Point, coordinates=[37.57728246, 55.54340193]}";
"9402";"«Ст. МЦД Бутово», Вокзальная площадь (9402)";"37.57164076";"55.5420878";"Вокзальная площадь";"Юго-Западный административный округ";"район Южное Бутово";"А18; А94; А108; А249; А737; АС53";"Ст. МЦД Бутово";"";"да";"ГУП «Мосгортранс»";"активна";"889139669";"{type=Point, coordinates=[37.57164076, 55.5420878]}";
"9403";"«Ст. МЦД Бутово», Вокзальная площадь (9403)";"37.57203728";"55.54230913";"Вокзальная площадь";"Юго-Западный административный округ";"район Южное Бутово";"А94; А835";"Ст. МЦД Бутово";"";"да";"ГУП «Мосгортранс»";"активна";"889139671";"{type=Point, coordinates=[37.57203728, 55.54230913]}";
"9404";"«Ст. МЦД Бутово», Вокзальная площадь (9404)";"37.57232378";"55.54180849";"Вокзальная площадь";"Юго-Западный административный округ";"район Южное Бутово";"А18; А108; А249; А835; А737; АС53";"Ст. МЦД Бутово";"";"да";"ГУП «Мосгортранс»";"активна";"889139672";"{type=Point, coordinates=[37.57232378, 55.54180849]}";
"9411";"«Б. Матросский пер.», улица Матросская Тишина (9411)";"37.69450198";"55.7901527";"улица Матросская Тишина";"Восточный административный округ";"район Сокольники";"А78; АДП52; А975";"Б. Матросский пер.";"";"нет";"";"активна";"889139676";"{type=Point, coordinates=[37.69450198, 55.7901527]}";
"9412";"«З-д СВАРЗ», улица Матросская Тишина (9412)";"37.69213214";"55.78838932";"улица Матросская Тишина";"Восточный административный округ";"район Сокольники";"А78; АДП52; А975; Тм37; Тм50";"З-д СВАРЗ";"";"нет";"";"активна";"889139678";"{type=Point, coordinates=[37.69213214, 55.78838932]}";
"9413";"«Сабурово», Проектируемый проезд № 4902 (9413)";"37.69522379";"55.63703143";"проезд без названия";"Южный административный округ";"район Москворечье-Сабурово";"А740";"Сабурово";"";"да";"ГУП «Мосгортранс»";"активна";"889139679";"{type=Point, coordinates=[37.69522379, 55.63703143]}";
"9414";"«Газопровод», Калужское шоссе (9414)";"37.46767098";"55.58218224";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А512; А531; А577; А878; А895; А982; А895К";"Газопровод";"";"да";"ГУП «Мосгортранс»";"активна";"889139680";"{type=Point, coordinates=[37.46767098, 55.58218224]}";
"9415";"«Газопровод», Калужское шоссе (9415)";"37.46886192";"55.58187826";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А512; А531; А577; А878; А895; А982; А895К; АС19";"Газопровод";"";"да";"ГУП «Мосгортранс»";"активна";"889139682";"{type=Point, coordinates=[37.46886192, 55.58187826]}";
"9416";"«ДРСУ - 1», проезд без названия (9416)";"37.44417688";"55.56522224";"проезд без названия";"Новомосковский административный округ";"поселение Сосенское";"А878; А577; А531; А512; А515; А513; А514";"ДРСУ - 1";"";"да";"ГУП «Мосгортранс»";"активна";"889139683";"{type=Point, coordinates=[37.44417688, 55.56522224]}";
"9417";"«ДРСУ - 1», проезд без названия (9417)";"37.44461059";"55.5652027";"проезд без названия";"Новомосковский административный округ";"поселение Сосенское";"А878; А577; А531; А512; А515; А513; А514";"ДРСУ - 1";"";"да";"ГУП «Мосгортранс»";"активна";"889139685";"{type=Point, coordinates=[37.44461059, 55.5652027]}";
"9418";"«Сосенки», проезд без названия (9418)";"37.44035423";"55.56251751";"проезд без названия";"Новомосковский административный округ";"поселение Сосенское";"А878; А577; А531; А512; А515; А513; А514";"Сосенки";"";"да";"ГУП «Мосгортранс»";"активна";"889139686";"{type=Point, coordinates=[37.44035423, 55.56251751]}";
"9419";"«Сосенки», проезд без названия (9419)";"37.44117129";"55.56271324";"проезд без названия";"Новомосковский административный округ";"поселение Сосенское";"А878; А577; А531; А512; А515; А513; А514";"Сосенки";"";"да";"ГУП «Мосгортранс»";"активна";"889139687";"{type=Point, coordinates=[37.44117129, 55.56271324]}";
"9420";"«Поворот на с/х Воскресенское», Калужское шоссе (9420)";"37.43084579";"55.55308664";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А531; А512; А515; А513; А514";"Поворот на с/х Воскресенское";"";"да";"ГУП «Мосгортранс»";"активна";"889139689";"{type=Point, coordinates=[37.43084579, 55.55308664]}";
"9421";"«Поворот на с/х Воскресенское», Калужское шоссе (9421)";"37.43160728";"55.55318144";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А531; А512; А515; А513; А514";"Поворот на с/х Воскресенское";"";"да";"ГУП «Мосгортранс»";"активна";"889139690";"{type=Point, coordinates=[37.43160728, 55.55318144]}";
"9422";"«Ракитки», Калужское шоссе (9422)";"37.39572369";"55.53815554";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А503; А117; А398; А433; А508; А512; А513; А514; А515; А526; А531; А879; А303; А976; А991; А422; А521";"Ракитки";"";"да";"ГУП «Мосгортранс»";"активна";"889139691";"{type=Point, coordinates=[37.39572369, 55.53815554]}";
"9423";"«Ракитки», Калужское шоссе (9423)";"37.39505588";"55.53746174";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А503; А117; А398; А433; А508; А512; А513; А514; А515; А526; А531; А879; А303; А976; А991; А422; А521";"Ракитки";"";"да";"ГУП «Мосгортранс»";"активна";"889139693";"{type=Point, coordinates=[37.39505588, 55.53746174]}";
"9424";"«Оздоровительный комплекс Десна», Калужское шоссе (9424)";"37.38848419";"55.52770434";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А976; А531; А514; А303; А508; А879; А117; А991; А422; А521";"Оздоровительный комплекс Десна";"";"да";"ГУП «Мосгортранс»";"активна";"889139694";"{type=Point, coordinates=[37.38848419, 55.52770434]}";
"9425";"«Оздоровительный комплекс Десна», Калужское шоссе (9425)";"37.38936588";"55.52808284";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А976; А531; А512; А515; А513; А514; А303; А508; А879; А117; А991; А422; А521";"Оздоровительный комплекс Десна";"";"да";"ГУП «Мосгортранс»";"активна";"889139696";"{type=Point, coordinates=[37.38936588, 55.52808284]}";
"9426";"«Десна - 2», Калужское шоссе (9426)";"37.38237101";"55.52190628";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А976; А531; А526; А514; А303; А508; А879; А117; А422; А521";"Десна - 2";"";"да";"ГУП «Мосгортранс»";"активна";"889139698";"{type=Point, coordinates=[37.38237101, 55.52190628]}";
"9427";"«Десна - 2», Калужское шоссе (9427)";"37.38346199";"55.52233682";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А976; А531; А526; А512; А515; А513; А514; А303; А508; А879; А117; А422; А521";"Десна - 2";"";"да";"ГУП «Мосгортранс»";"активна";"889139700";"{type=Point, coordinates=[37.38346199, 55.52233682]}";
"9430";"«Нов. Ватутинки», Калужское шоссе (9430)";"37.35328444";"55.51119165";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А873; А508; А512; А513; А514; А515; А526; А531; А876; А303; А976; А422; А521; АС18";"Нов. Ватутинки";"";"да";"ГУП «Мосгортранс»";"активна";"889139701";"{type=Point, coordinates=[37.35328444, 55.51119165]}";
"9431";"«Нов. Ватутинки», Калужское шоссе (9431)";"37.35621985899782";"55.51176098445378";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А873; А508; А512; А513; А514; А515; А526; А531; А876; А303; А976; А422; А521; АС18";"Нов. Ватутинки";"";"да";"ГУП «Мосгортранс»";"активна";"889139703";"{type=Point, coordinates=[37.35621985899782, 55.51176098445378]}";
"9432";"«35-й км.», Калужское шоссе (9432)";"37.34800288";"55.50883164";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А873; А508; А512; А513; А514; А515; А531; А876; А303; А976; А422; А521; АС18";"35-й км.";"";"нет";"";"активна";"889139704";"{type=Point, coordinates=[37.34800288, 55.50883164]}";
"9433";"«35-й км.», Калужское шоссе (9433)";"37.34869752";"55.50862295";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А873; А508; А512; А513; А514; А515; А531; А876; А303; А976; А422; А521; АС18";"35-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139705";"{type=Point, coordinates=[37.34869752, 55.50862295]}";
"9434";"«36-й км.», Калужское шоссе (9434)";"37.33739421";"55.5039788";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А503; А873; А398; А433; А508; А512; А513; А514; А515; А526; А531; А876; А303; А976; А422";"36-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139707";"{type=Point, coordinates=[37.33739421, 55.5039788]}";
"9435";"«36-й км.», Калужское шоссе (9435)";"37.33665288";"55.50320024";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А503; А873; А398; А433; А508; А512; А513; А514; А515; А526; А531; А876; А303; А976; А422; А521; АС18";"36-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139807";"{type=Point, coordinates=[37.33665288, 55.50320024]}";
"9436";"«Школа», Калужское шоссе (9436)";"37.33262489";"55.50072632";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А873; А512; А513; А515; А526; А531; А876; А422; АС18";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889139808";"{type=Point, coordinates=[37.33262489, 55.50072632]}";
"9437";"«Школа», Калужское шоссе (9437)";"37.33454768";"55.50034074";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А873; А512; А513; А515; А526; А531; А876; А422";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889139809";"{type=Point, coordinates=[37.33454768, 55.50034074]}";
"9438";"«Ватутинки - 1», Калужское шоссе (9438)";"37.32860838";"55.49446354";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А531; А526; А512; А515; А513; А876; А422";"Ватутинки - 1";"";"да";"ГУП «Мосгортранс»";"активна";"889139810";"{type=Point, coordinates=[37.32860838, 55.49446354]}";
"9439";"«Ватутинки - 2», Калужское шоссе (9439)";"37.32699169";"55.49143014";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А531; А512; А515; А513; А876; А873";"Ватутинки - 2";"";"да";"ГУП «Мосгортранс»";"активна";"889139811";"{type=Point, coordinates=[37.32699169, 55.49143014]}";
"9440";"«Ватутинки - 1», Калужское шоссе (9440)";"37.32908739";"55.49465044";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А531; А526; А512; А515; А513; А876; А422";"Ватутинки - 1";"";"да";"ГУП «Мосгортранс»";"активна";"889139812";"{type=Point, coordinates=[37.32908739, 55.49465044]}";
"9441";"«Ватутинки - 2», Калужское шоссе (9441)";"37.32660139";"55.49144314";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А531; А512; А515; А513; А876; А873";"Ватутинки - 2";"";"да";"ГУП «Мосгортранс»";"активна";"889139813";"{type=Point, coordinates=[37.32660139, 55.49144314]}";
"9442";"«38-й км.», Калужское шоссе (9442)";"37.32362929";"55.48707474";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А874К; А17; А871; А531; А512; А515; А513; А874; А876; А873; А1001";"38-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139814";"{type=Point, coordinates=[37.32362929, 55.48707474]}";
"9443";"«38-й км.», Калужское шоссе (9443)";"37.32405389";"55.48700304";"Калужское шоссе";"Новомосковский административный округ";"поселение Десеновское";"А1001; А17; А873; А512; А513; А515; А531; А871; А874; А876; А874К";"38-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139815";"{type=Point, coordinates=[37.32405389, 55.48700304]}";
"9444";"«ИЗМИРАН», Калужское шоссе (9444)";"37.31444929";"55.47570948";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А1001; А503; А17; А398; А508; А512; А513; А514; А515; А531; А871; А874; А876; А303; А874К; А976";"ИЗМИРАН";"";"да";"ГУП «Мосгортранс»";"активна";"889139816";"{type=Point, coordinates=[37.31444929, 55.47570948]}";
"9445";"«ИЗМИРАН», Калужское шоссе (9445)";"37.31580124";"55.4762071";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А1001; А503; А17; А398; А508; А512; А513; А514; А515; А531; А871; А874; А876; А303; А874К; А976";"ИЗМИРАН";"";"да";"ГУП «Мосгортранс»";"активна";"889139817";"{type=Point, coordinates=[37.31580124, 55.4762071]}";
"9446";"«Академгородок (40-й км)», Калужское шоссе (9446)";"37.31049144";"55.47302392";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А531; А512; А515; А513; А514; А303; А508; А301";"Академгородок (40-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139818";"{type=Point, coordinates=[37.31049144, 55.47302392]}";
"9447";"«Академгородок (40-й км)», Калужское шоссе (9447)";"37.31172408";"55.47343517";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А976; А531; А512; А515; А513; А514; А303; А508; А876";"Академгородок (40-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139819";"{type=Point, coordinates=[37.31172408, 55.47343517]}";
"9448";"«41-й км.», Калужское шоссе (9448)";"37.30103191";"55.46636018";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А874К; А871; А531; А512; А515; А513; А514; А303; А503; А508; А874; А301";"41-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139820";"{type=Point, coordinates=[37.30103191, 55.46636018]}";
"9449";"«41-й км.», Калужское шоссе (9449)";"37.30337081";"55.46786923";"Калужское шоссе";"Троицкий административный округ";"поселение Троицк";"А503; А508; А512; А513; А514; А515; А531; А303; А301";"41-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139821";"{type=Point, coordinates=[37.30337081, 55.46786923]}";
"9450";"«Троицк (мкр. К) (42-й км)», Калужское шоссе (9450)";"37.29236458";"55.45323184";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А874К; А531; А512; А515; А513; А514; А303; А503; А508; А874; А301";"Троицк (мкр. К) (42-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139822";"{type=Point, coordinates=[37.29236458, 55.45323184]}";
"9451";"«Троицк (мкр. К) (42-й км)», Калужское шоссе (9451)";"37.29397658";"55.45491917";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А874К; А531; А512; А515; А513; А514; А303; А503; А508; А874; А301";"Троицк (мкр. К) (42-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139823";"{type=Point, coordinates=[37.29397658, 55.45491917]}";
"9452";"«Поворот на Былово - 43-й км.», Калужское шоссе (9452)";"37.28837181";"55.44054572";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А874К; А531; А512; А515; А513; А514; А303; А508; А874; А301";"Поворот на Былово - 43-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139824";"{type=Point, coordinates=[37.28837181, 55.44054572]}";
"9453";"«Поворот на Былово - 43-й км.», Калужское шоссе (9453)";"37.28927308";"55.44145584";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А874К; А531; А512; А515; А513; А514; А303; А508; А874; А301";"Поворот на Былово - 43-й км.";"";"да";"ГУП «Мосгортранс»";"активна";"889139825";"{type=Point, coordinates=[37.28927308, 55.44145584]}";
"9454";"«Красная Пахра (45-й км)», Калужское шоссе (9454)";"37.27514424";"55.42896638";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А531; А512; А515; А513; А514; А303; А503; А508";"Красная Пахра (45-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139826";"{type=Point, coordinates=[37.27514424, 55.42896638]}";
"9455";"«Красная Пахра (45-й км)», Калужское шоссе (9455)";"37.27546778";"55.42881674";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А512; А515; А513; А514; А303; А503; А508";"Красная Пахра (45-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139827";"{type=Point, coordinates=[37.27546778, 55.42881674]}";
"9456";"«Поворот на дер. Юрово (47-й км)», Калужское шоссе (9456)";"37.25848336";"55.41392983";"Калужское шоссе";"Троицкий административный округ";"поселение Краснопахорское";"А512; А515; А513; А514; А303; А503; А508";"Поворот на дер. Юрово (47-й км)";"";"да";"ГУП «Мосгортранс»";"активна";"889139828";"{type=Point, coordinates=[37.25848336, 55.41392983]}";
